date,state,death,deathIncrease,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease,inIcuCurrently,negative,negativeIncrease,positive,positiveCasesViral,positiveIncrease,positiveScore,recovered,totalTestEncountersViralIncrease,totalTestResults,totalTestResultsIncrease,totalTestsPeopleViralIncrease,totalTestsViral,totalTestsViralIncrease
2021-01-07,NE,1703.0,11,5386.0,5386.0,506.0,28,,688293.0,1952,172469.0,,1436,0,116295.0,0,1813522.0,17840,3393,1813522.0,17840
2021-01-07,NH,827.0,11,922.0,922.0,314.0,3,,494720.0,1926,49261.0,36037.0,423,0,41804.0,0,1075687.0,7576,2107,1075687.0,7576
2021-01-07,NJ,19646.0,123,49515.0,49515.0,3711.0,191,654.0,7556256.0,0,564806.0,510839.0,7539,0,,0,8121062.0,7539,0,8060903.0,0
2021-01-07,NM,2680.0,39,10366.0,10366.0,722.0,88,,,0,151819.0,,1835,0,74235.0,0,2048336.0,15758,0,2048336.0,15758
2021-01-07,NV,3339.0,44,,,1918.0,0,411.0,980076.0,3535,240795.0,240795.0,3402,0,,17902,2180031.0,17902,6937,,0
2021-01-07,NY,31164.0,199,,,8548.0,0,1424.0,,0,1075312.0,,17636,0,,238550,26572232.0,238550,0,,0
2021-01-07,OH,9462.0,94,40469.0,40469.0,4180.0,365,997.0,,0,753068.0,670586.0,10251,0,613418.0,0,7963321.0,54676,0,7963321.0,54676
2021-01-07,OK,2672.0,39,18193.0,18193.0,1987.0,307,489.0,2462941.0,15591,315354.0,,3781,0,277828.0,0,2778295.0,19372,0,2779745.0,20623
2021-01-07,OR,1558.0,8,6737.0,6737.0,530.0,102,118.0,,0,120223.0,,735,0,,0,2741116.0,18339,0,2741116.0,18339
2021-01-07,PA,17179.0,265,,,5491.0,0,1113.0,3337716.0,10760,693087.0,616519.0,9698,0,499022.0,51502,7904802.0,51502,17374,,0
2021-01-07,PR,1588.0,18,,,411.0,0,72.0,305972.0,0,79898.0,74967.0,286,0,70374.0,0,385870.0,286,0,415664.0,0
2021-01-07,RI,1910.0,20,6956.0,6956.0,397.0,51,59.0,565099.0,2465,96591.0,,1128,0,,19820,2099745.0,19820,3593,,0
2021-01-07,SC,5661.0,79,15202.0,15202.0,2425.0,187,476.0,3018742.0,25101,338112.0,310246.0,4877,0,159700.0,0,3356854.0,29978,0,3328988.0,29143
2021-01-07,SD,1544.0,25,5829.0,5829.0,264.0,24,56.0,278102.0,745,102132.0,92166.0,448,0,94513.0,0,607942.0,2228,1193,607942.0,2228
2021-01-07,TN,7492.0,111,15068.0,15068.0,3533.0,133,819.0,,0,634237.0,549527.0,9000,0,555634.0,0,5756109.0,39767,0,5756109.0,39767
2021-01-07,TX,28938.0,393,,,13784.0,0,3502.0,,0,1891741.0,1666487.0,24578,0,1522105.0,0,14445909.0,75756,0,14445909.0,75756
2021-01-07,UT,1359.0,29,11578.0,11578.0,594.0,115,187.0,1333099.0,6890,297317.0,,4597,0,242361.0,0,2332387.0,20004,10505,2332387.0,20004
2021-01-07,VA,5275.0,49,18790.0,18790.0,3000.0,154,568.0,,0,382679.0,317123.0,5379,0,,35557,4463768.0,35557,0,,0
2021-01-07,VI,24.0,0,,,,0,,34936.0,66,2106.0,,23,0,1955.0,0,37042.0,89,83,,0
2021-01-07,VT,155.0,3,,,39.0,0,8.0,263391.0,1651,8403.0,8177.0,245,0,5657.0,0,731627.0,8882,1878,731627.0,8882
2021-01-07,WA,3605.0,64,15415.0,15415.0,1159.0,88,266.0,,0,260752.0,250306.0,1985,0,,19957,3969589.0,19957,0,,0
2021-01-07,WI,5477.0,42,22070.0,22070.0,1128.0,99,243.0,2383410.0,6357,540508.0,498538.0,4509,0,464443.0,39652,5517819.0,39652,10148,,0
2021-01-07,WV,1518.0,37,,,789.0,0,219.0,,0,96002.0,77233.0,1324,0,66881.0,0,1585261.0,17561,0,1585261.0,17561
2021-01-07,WY,489.0,25,1184.0,1184.0,112.0,8,,161267.0,200,46168.0,39476.0,278,0,43949.0,0,522688.0,4849,461,522688.0,4849
2021-01-06,AK,220.0,2,1074.0,1074.0,101.0,18,,,0,47334.0,,328,0,,0,1311015.0,8156,0,1311015.0,8156
2021-01-06,AL,4994.0,108,36059.0,36059.0,2967.0,629,,1612941.0,7150,384184.0,308269.0,4591,0,211684.0,0,1921210.0,10329,10329,,0
2021-01-06,AR,3901.0,65,11867.0,11867.0,1321.0,124,427.0,1919438.0,11045,242593.0,198254.0,3705,0,213574.0,0,2117692.0,13369,0,2117692.0,13369
2021-01-06,AS,0.0,0,,,,0,,2140.0,0,0.0,0.0,0,0,,0,2140.0,0,0,2140.0,0
2021-01-06,AZ,9444.0,127,41063.0,41063.0,4877.0,760,1084.0,2428898.0,13885,574680.0,545136.0,7206,0,,0,5374504.0,50474,20302,5374504.0,50474
2021-01-06,CA,27462.0,459,,,22820.0,0,4731.0,,0,2482226.0,2482226.0,29892,0,,0,34548621.0,217837,0,34548621.0,217837
2021-01-06,CO,5050.0,59,19703.0,19703.0,988.0,885,,1850889.0,0,349450.0,332332.0,2557,0,,35699,4597755.0,35699,12090,,0
2021-01-06,CT,6230.0,38,,,1139.0,0,,,0,199454.0,187749.0,2486,0,,0,4736731.0,46602,0,4736731.0,46602
2021-01-06,DC,806.0,5,,,265.0,0,69.0,,0,30482.0,,316,0,21461.0,5385,932102.0,5385,1375,,0
2021-01-06,DE,947.0,0,,,458.0,0,65.0,462197.0,1547,61729.0,59134.0,629,0,,6606,1020329.0,6606,2176,,0
2021-01-06,FL,22647.0,132,65232.0,65232.0,7303.0,449,,7592363.0,38374,1385040.0,1174410.0,17262,0,,114362,16310438.0,114362,55636,14598971.0,110152
2021-01-06,GA,11165.0,93,43629.0,43629.0,5782.0,611,,,0,713840.0,602796.0,7686,0,,0,5523221.0,13341,0,5523221.0,13341
2021-01-06,GU,123.0,0,,,11.0,0,3.0,90453.0,307,7378.0,7192.0,21,0,7145.0,0,97831.0,328,0,97645.0,326
2021-01-06,HI,299.0,10,1843.0,1843.0,123.0,26,21.0,,0,22792.0,22310.0,142,0,,3870,836346.0,3870,0,,0
2021-01-06,IA,4060.0,61,,,604.0,0,116.0,939639.0,2224,245839.0,245839.0,2010,0,249919.0,0,1185478.0,4234,4238,2264494.0,13413
2021-01-06,ID,1471.0,12,5824.0,5824.0,254.0,79,54.0,432565.0,735,144843.0,119461.0,1538,0,62215.0,0,552026.0,1718,1718,871888.0,4426
2021-01-06,IL,18735.0,173,,,3928.0,0,812.0,,0,999288.0,,7569,0,,0,13698428.0,80974,0,13698428.0,80974
2021-01-06,IN,8743.0,80,36314.0,36314.0,2782.0,193,586.0,2155356.0,6700,539229.0,,6146,0,,0,5894505.0,49161,12846,5894505.0,49161
2021-01-06,KS,3027.0,130,7113.0,7113.0,838.0,158,206.0,800701.0,7889,236818.0,,5501,0,,0,1037519.0,13390,13390,,0
2021-01-06,KY,2806.0,34,14039.0,14039.0,1778.0,189,428.0,,0,286541.0,229808.0,5705,0,37821.0,0,3247372.0,12871,0,3247372.0,12871
2021-01-06,LA,7681.0,46,,,1993.0,0,,4001468.0,20361,333524.0,299967.0,6876,0,280373.0,0,4334992.0,27237,0,4301435.0,24503
2021-01-06,MA,12836.0,102,16098.0,16098.0,2416.0,0,442.0,3725378.0,15039,404053.0,386052.0,6851,0,261672.0,0,11308785.0,102573,21458,11308785.0,102573
2021-01-06,MD,6132.0,50,27711.0,27711.0,1862.0,169,444.0,2586246.0,10904,292904.0,292904.0,3146,0,9391.0,0,5932780.0,38281,14050,5932780.0,38281
2021-01-06,ME,372.0,3,1124.0,1124.0,191.0,7,50.0,,0,27090.0,22794.0,525,0,11607.0,0,1123995.0,7588,0,1123995.0,7588
2021-01-06,MI,13667.0,59,,,2657.0,0,523.0,,0,551498.0,508736.0,4856,0,363611.0,0,8456264.0,45351,0,8456264.0,45351
2021-01-06,MN,5528.0,67,22437.0,22437.0,817.0,100,140.0,2620027.0,5767,427587.0,411956.0,2326,0,406910.0,19875,5519178.0,19875,7687,,0
2021-01-06,MO,5858.0,33,,,2738.0,0,624.0,1670033.0,2759,408443.0,408443.0,2854,0,,0,3724603.0,13275,5613,3724603.0,13275
2021-01-06,MP,2.0,0,4.0,4.0,,0,,17429.0,0,124.0,124.0,2,0,29.0,0,17553.0,2,0,26131.0,0
2021-01-06,MS,5013.0,38,8260.0,8260.0,1495.0,0,358.0,1183578.0,0,228235.0,152906.0,2791,0,182103.0,0,1411813.0,2791,0,1335473.0,0
2021-01-06,MT,1015.0,10,3738.0,3738.0,219.0,52,41.0,,0,84060.0,,682,0,78114.0,0,817142.0,4060,0,817142.0,4060
2021-01-06,NC,7076.0,80,,,3893.0,0,823.0,,0,582348.0,530830.0,6952,0,,0,6955559.0,40448,0,6955559.0,40448
2021-01-06,ND,1341.0,5,3610.0,3610.0,85.0,13,13.0,287034.0,846,93832.0,90478.0,338,0,90511.0,4309,1262673.0,4309,1184,1333897.0,4816
2021-01-06,NE,1692.0,10,5358.0,5358.0,515.0,37,,686341.0,1626,171033.0,,1448,0,114249.0,0,1795682.0,13885,3073,1795682.0,13885
2021-01-06,NH,816.0,24,919.0,919.0,301.0,1,,492794.0,2330,48838.0,35856.0,846,0,41237.0,0,1068111.0,6778,2824,1068111.0,6778
2021-01-06,NJ,19523.0,141,49324.0,49324.0,3744.0,266,668.0,7556256.0,40002,557267.0,504647.0,5848,0,,0,8113523.0,45850,0,8060903.0,45013
2021-01-06,NM,2641.0,47,10278.0,10278.0,712.0,115,,,0,149984.0,,1485,0,72089.0,0,2032578.0,9119,0,2032578.0,9119
2021-01-06,NV,3295.0,60,,,1919.0,0,411.0,976541.0,3679,237393.0,237393.0,1938,0,,11391,2162129.0,11391,5617,,0
2021-01-06,NY,30965.0,163,,,8665.0,0,1408.0,,0,1057676.0,,16648,0,,197816,26333682.0,197816,0,,0
2021-01-06,OH,9368.0,121,40104.0,40104.0,4319.0,454,1021.0,,0,742817.0,662217.0,7814,0,605474.0,0,7908645.0,25962,0,7908645.0,25962
2021-01-06,OK,2633.0,62,17886.0,17886.0,1994.0,332,494.0,2447350.0,17585,311573.0,,3305,0,274657.0,0,2758923.0,20890,0,2759122.0,24539
2021-01-06,OR,1550.0,44,6635.0,6635.0,540.0,0,110.0,,0,119488.0,,1035,0,,0,2722777.0,0,0,2722777.0,0
2021-01-06,PA,16914.0,368,,,5613.0,0,1120.0,3326956.0,11822,683389.0,609905.0,9474,0,485206.0,58751,7853300.0,58751,18852,,0
2021-01-06,PR,1570.0,8,,,417.0,0,65.0,305972.0,0,79612.0,74756.0,293,0,70374.0,0,385584.0,293,0,415664.0,0
2021-01-06,RI,1890.0,20,6905.0,6905.0,405.0,68,59.0,562634.0,2945,95463.0,,1611,0,,20481,2079925.0,20481,4556,,0
2021-01-06,SC,5582.0,84,15015.0,15015.0,2424.0,164,469.0,2993641.0,23233,333235.0,306204.0,5162,0,158273.0,0,3326876.0,28395,0,3299845.0,27434
2021-01-06,SD,1519.0,6,5805.0,5805.0,264.0,41,56.0,277357.0,1071,101684.0,91875.0,608,0,93778.0,0,605714.0,2322,1679,605714.0,2322
2021-01-06,TN,7381.0,114,14935.0,14935.0,3554.0,100,831.0,,0,625237.0,542490.0,7588,0,548838.0,0,5716342.0,29875,0,5716342.0,29875
2021-01-06,TX,28545.0,326,,,13628.0,0,3477.0,,0,1867163.0,1646382.0,24010,0,1504643.0,0,14370153.0,80276,0,14370153.0,80276
2021-01-06,UT,1330.0,18,11463.0,11463.0,589.0,107,192.0,1326209.0,5654,292720.0,,3769,0,239203.0,0,2312383.0,16987,8714,2312383.0,16987
2021-01-06,VA,5226.0,35,18636.0,18636.0,2925.0,110,537.0,,0,377300.0,313349.0,5387,0,,23570,4428211.0,23570,0,,0
2021-01-06,VI,24.0,0,,,,0,,34870.0,228,2083.0,,28,0,1955.0,0,36953.0,256,248,,0
2021-01-06,VT,152.0,3,,,40.0,0,6.0,261740.0,573,8158.0,7950.0,120,0,5546.0,0,722745.0,2987,680,722745.0,2987
2021-01-06,WA,3541.0,59,15327.0,15327.0,1167.0,167,262.0,,0,258767.0,248580.0,2332,0,,13872,3949632.0,13872,0,,0
2021-01-06,WI,5435.0,69,21971.0,21971.0,1104.0,175,245.0,2377053.0,6568,535999.0,494747.0,4109,0,461729.0,32470,5478167.0,32470,9974,,0
2021-01-06,WV,1481.0,39,,,818.0,0,217.0,,0,94678.0,76067.0,1516,0,65571.0,0,1567700.0,11459,0,1567700.0,11459
2021-01-06,WY,464.0,0,1176.0,1176.0,112.0,8,,161067.0,240,45890.0,39215.0,321,0,43642.0,0,517839.0,2312,501,517839.0,2312
2021-01-05,AK,218.0,0,1056.0,1056.0,93.0,23,,,0,47006.0,,194,0,,0,1302859.0,5361,0,1302859.0,5361
2021-01-05,AL,4886.0,8,35430.0,35430.0,3080.0,0,,1605791.0,3889,379593.0,305090.0,5498,0,202137.0,0,1910881.0,7493,7493,,0
2021-01-05,AR,3836.0,36,11743.0,11743.0,1323.0,229,426.0,1908393.0,6427,238888.0,195930.0,4107,0,210617.0,0,2104323.0,8702,0,2104323.0,8702
2021-01-05,AS,0.0,0,,,,0,,2140.0,0,0.0,0.0,0,0,,0,2140.0,0,0,2140.0,0
2021-01-05,AZ,9317.0,253,40303.0,40303.0,4789.0,406,1096.0,2415013.0,10699,567474.0,538719.0,5932,0,,0,5324030.0,35372,16143,5324030.0,35372
2021-01-05,CA,27003.0,368,,,22485.0,0,4734.0,,0,2452334.0,2452334.0,31440,0,,0,34330784.0,203771,0,34330784.0,203771
2021-01-05,CO,4991.0,47,18818.0,18818.0,988.0,71,,1850889.0,13956,346893.0,332332.0,3458,0,,32282,4562056.0,32282,17209,,0
2021-01-05,CT,6192.0,24,,,1149.0,0,,,0,196968.0,185445.0,2332,0,,0,4690129.0,51399,0,4690129.0,51399
2021-01-05,DC,801.0,4,,,260.0,0,72.0,,0,30166.0,,262,0,21337.0,5598,926717.0,5598,1323,,0
2021-01-05,DE,947.0,10,,,431.0,0,56.0,460650.0,1563,61100.0,58560.0,767,0,,9544,1013723.0,9544,2330,,0
2021-01-05,FL,22515.0,100,64783.0,64783.0,7345.0,386,,7553989.0,33771,1367778.0,1163846.0,15556,0,,100188,16196076.0,100188,49327,14488819.0,91766
2021-01-05,GA,11072.0,101,43018.0,43018.0,5642.0,423,,,0,706154.0,597208.0,10091,0,,0,5509880.0,27090,0,5509880.0,27090
2021-01-05,GU,123.0,0,,,10.0,0,3.0,90146.0,654,7357.0,7173.0,13,0,7132.0,0,97503.0,667,0,97319.0,664
2021-01-05,HI,289.0,0,1817.0,1817.0,96.0,42,18.0,,0,22650.0,22168.0,123,0,,4066,832476.0,4066,0,,0
2021-01-05,IA,3999.0,7,,,582.0,0,115.0,937415.0,602,243829.0,243829.0,1021,0,247853.0,0,1181244.0,1623,1628,2251081.0,6983
2021-01-05,ID,1459.0,11,5745.0,5745.0,254.0,39,54.0,431830.0,629,143305.0,118478.0,798,0,61493.0,0,550308.0,1209,1209,867462.0,3802
2021-01-05,IL,18562.0,150,,,3905.0,0,800.0,,0,991719.0,,6839,0,,0,13617454.0,87083,0,13617454.0,87083
2021-01-05,IN,8663.0,149,36121.0,36121.0,2907.0,265,591.0,2148656.0,3288,533083.0,,3395,0,,0,5845344.0,31318,6683,5845344.0,31318
2021-01-05,KS,2897.0,0,6955.0,6955.0,662.0,0,180.0,792812.0,0,231317.0,,0,0,,0,1024129.0,0,0,,0
2021-01-05,KY,2772.0,23,13850.0,13850.0,1760.0,56,430.0,,0,280836.0,225611.0,1693,0,37502.0,0,3234501.0,9630,0,3234501.0,9630
2021-01-05,LA,7635.0,50,,,1974.0,0,,3981107.0,37529,326648.0,295825.0,4467,0,263712.0,0,4307755.0,41996,0,4276932.0,41170
2021-01-05,MA,12734.0,63,16098.0,16098.0,2428.0,0,425.0,3710339.0,11590,397202.0,379633.0,4634,0,261672.0,0,11206212.0,59718,15768,11206212.0,59718
2021-01-05,MD,6082.0,55,27542.0,27542.0,1771.0,175,410.0,2575342.0,5670,289758.0,289758.0,1956,0,9388.0,0,5894499.0,24882,7626,5894499.0,24882
2021-01-05,ME,369.0,9,1117.0,1117.0,191.0,10,50.0,,0,26565.0,22448.0,597,0,11582.0,0,1116407.0,6070,0,1116407.0,6070
2021-01-05,MI,13608.0,217,,,2758.0,0,548.0,,0,546642.0,504410.0,3031,0,363611.0,0,8410913.0,24546,0,8410913.0,24546
2021-01-05,MN,5461.0,18,22337.0,22337.0,842.0,157,155.0,2614260.0,2758,425261.0,410036.0,1573,0,406667.0,14452,5499303.0,14452,4164,,0
2021-01-05,MO,5825.0,263,,,2657.0,0,612.0,1667274.0,2837,405589.0,405589.0,2632,0,,0,3711328.0,13972,5469,3711328.0,13972
2021-01-05,MP,2.0,0,4.0,4.0,,0,,17429.0,0,122.0,122.0,0,0,29.0,0,17551.0,0,0,26131.0,0
2021-01-05,MS,4975.0,91,8260.0,8260.0,1518.0,0,349.0,1183578.0,55920,225444.0,151895.0,1767,0,182103.0,0,1409022.0,57687,0,1335473.0,67871
2021-01-05,MT,1005.0,30,3686.0,3686.0,212.0,36,37.0,,0,83378.0,,714,0,77449.0,0,813082.0,2202,0,813082.0,2202
2021-01-05,NC,6996.0,55,,,3781.0,0,813.0,,0,575396.0,525813.0,5285,0,,0,6915111.0,24539,0,6915111.0,24539
2021-01-05,ND,1336.0,17,3597.0,3597.0,93.0,21,15.0,286188.0,515,93494.0,90228.0,254,0,90281.0,1859,1258364.0,1859,769,1329081.0,2033
2021-01-05,NE,1682.0,10,5321.0,5321.0,527.0,31,,684715.0,645,169585.0,,585,0,114249.0,0,1781797.0,5889,1231,1781797.0,5889
2021-01-05,NH,792.0,11,918.0,918.0,305.0,2,,490464.0,2199,47992.0,35362.0,664,0,40720.0,0,1061333.0,5566,2625,1061333.0,5566
2021-01-05,NJ,19382.0,138,49058.0,49058.0,3702.0,288,679.0,7516254.0,206401,551419.0,499636.0,6271,0,,0,8067673.0,212672,0,8015890.0,223176
2021-01-05,NM,2594.0,20,10163.0,10163.0,740.0,129,,,0,148499.0,,1184,0,70737.0,0,2023459.0,10700,0,2023459.0,10700
2021-01-05,NV,3235.0,29,,,1867.0,0,415.0,972862.0,2568,235455.0,235455.0,2423,0,,10296,2150738.0,10296,4991,,0
2021-01-05,NY,30802.0,154,,,8590.0,0,1392.0,,0,1041028.0,,12666,0,,152402,26135866.0,152402,0,,0
2021-01-05,OH,9247.0,104,39650.0,39650.0,4446.0,538,1054.0,,0,735003.0,656581.0,7580,0,596221.0,0,7882683.0,20052,0,7882683.0,20052
2021-01-05,OK,2571.0,19,17554.0,17554.0,1909.0,61,488.0,2429765.0,35447,308268.0,,1497,0,271693.0,0,2738033.0,36944,0,2734583.0,43411
2021-01-05,OR,1506.0,6,6635.0,6635.0,520.0,137,107.0,,0,118453.0,,708,0,,0,2722777.0,70107,0,2722777.0,70107
2021-01-05,PA,16546.0,185,,,5684.0,0,1148.0,3315134.0,13948,673915.0,602875.0,8818,0,471740.0,58741,7794549.0,58741,21227,,0
2021-01-05,PR,1562.0,7,,,423.0,0,69.0,305972.0,0,79319.0,74458.0,514,0,70374.0,0,385291.0,514,0,415664.0,0
2021-01-05,RI,1870.0,15,6837.0,6837.0,409.0,50,56.0,559689.0,2411,93852.0,,1144,0,,13069,2059444.0,13069,3555,,0
2021-01-05,SC,5498.0,14,14851.0,14851.0,2344.0,53,447.0,2970408.0,13642,328073.0,302003.0,2601,0,157106.0,0,3298481.0,16243,0,3272411.0,15960
2021-01-05,SD,1513.0,0,5764.0,5764.0,270.0,22,56.0,276286.0,573,101076.0,91455.0,433,0,93529.0,0,603392.0,932,1006,603392.0,932
2021-01-05,TN,7267.0,99,14835.0,14835.0,3465.0,75,816.0,,0,617649.0,537128.0,5399,0,539207.0,0,5686467.0,13228,0,5686467.0,13228
2021-01-05,TX,28219.0,250,,,13308.0,0,3356.0,,0,1843153.0,1626568.0,31630,0,1488189.0,0,14289877.0,100710,0,14289877.0,100710
2021-01-05,UT,1312.0,7,11356.0,11356.0,578.0,116,177.0,1320555.0,3579,288951.0,,3318,0,236196.0,0,2295396.0,10709,5839,2295396.0,10709
2021-01-05,VA,5191.0,59,18526.0,18526.0,2918.0,139,558.0,,0,371913.0,309659.0,4377,0,,21164,4404641.0,21164,0,,0
2021-01-05,VI,24.0,1,,,,0,,34642.0,276,2055.0,,13,0,1938.0,0,36697.0,289,321,,0
2021-01-05,VT,149.0,5,,,44.0,0,8.0,261167.0,1311,8038.0,7843.0,165,0,5463.0,0,719758.0,6897,1477,719758.0,6897
2021-01-05,WA,3482.0,23,15160.0,15160.0,1117.0,49,249.0,,0,256435.0,246376.0,1039,0,,25788,3935760.0,25788,0,,0
2021-01-05,WI,5366.0,97,21796.0,21796.0,1123.0,216,231.0,2370485.0,4805,531890.0,491341.0,4019,0,458650.0,22559,5445697.0,22559,8208,,0
2021-01-05,WV,1442.0,46,,,806.0,0,214.0,,0,93162.0,75114.0,1276,0,64404.0,0,1556241.0,10024,0,1556241.0,10024
2021-01-05,WY,464.0,26,1168.0,1168.0,114.0,45,,160827.0,154,45569.0,38954.0,322,0,43563.0,0,515527.0,1193,366,515527.0,1193
2021-01-04,AK,218.0,3,1033.0,1033.0,97.0,0,,,0,46812.0,,260,0,,0,1297498.0,3661,0,1297498.0,3661
2021-01-04,AL,4878.0,5,35430.0,35430.0,3064.0,1057,,1601902.0,1632,374095.0,301486.0,2161,0,202137.0,0,1903388.0,3318,3318,,0
2021-01-04,AR,3800.0,51,11514.0,11514.0,1296.0,0,412.0,1901966.0,4578,234781.0,193655.0,1306,0,207898.0,0,2095621.0,5424,0,2095621.0,5424
2021-01-04,AS,0.0,0,,,,0,,2140.0,0,0.0,0.0,0,0,,0,2140.0,0,0,2140.0,0
2021-01-04,AZ,9064.0,3,39897.0,39897.0,4647.0,169,1082.0,2404314.0,9906,561542.0,533275.0,5158,0,,0,5288658.0,31186,14822,5288658.0,31186
2021-01-04,CA,26635.0,97,,,22003.0,0,4671.0,,0,2420894.0,2420894.0,29633,0,,0,34127013.0,314227,0,34127013.0,314227
2021-01-04,CO,4944.0,10,18747.0,18747.0,1015.0,34,,1836933.0,5058,343435.0,329079.0,2185,0,,27278,4529774.0,27278,7184,,0
2021-01-04,CT,6168.0,69,,,1111.0,0,,,0,194636.0,183310.0,4516,0,,0,4638730.0,17584,0,4638730.0,17584
2021-01-04,DC,797.0,3,,,251.0,0,71.0,,0,29904.0,,140,0,21127.0,3119,921119.0,3119,562,,0
2021-01-04,DE,937.0,7,,,432.0,0,52.0,459087.0,1801,60333.0,57842.0,849,0,,8083,1004179.0,8083,2650,,0
2021-01-04,FL,22415.0,105,64397.0,64397.0,7238.0,181,,7520218.0,22720,1352222.0,1154585.0,10935,0,,75287,16095888.0,75287,33655,14397053.0,71627
2021-01-04,GA,10971.0,7,42595.0,42595.0,5514.0,112,,,0,696063.0,591106.0,5163,0,,0,5482790.0,20549,0,5482790.0,20549
2021-01-04,GU,123.0,0,,,8.0,0,2.0,89492.0,617,7344.0,7163.0,17,0,7089.0,0,96836.0,634,0,96655.0,641
2021-01-04,HI,289.0,0,1775.0,1775.0,86.0,0,11.0,,0,22527.0,22045.0,89,0,,2454,828410.0,2454,0,,0
2021-01-04,IA,3992.0,46,,,571.0,0,117.0,936813.0,824,242808.0,242808.0,701,0,244677.0,0,1179621.0,1525,1526,2244098.0,4779
2021-01-04,ID,1448.0,0,5706.0,5706.0,352.0,19,84.0,431201.0,829,142507.0,117898.0,308,0,60820.0,0,549099.0,1091,1091,863660.0,2017
2021-01-04,IL,18412.0,90,,,3948.0,0,816.0,,0,984880.0,,5059,0,,0,13530371.0,48254,0,13530371.0,48254
2021-01-04,IN,8514.0,39,35856.0,35856.0,2836.0,210,649.0,2145368.0,3966,529688.0,,3617,0,,0,5814026.0,21329,7583,5814026.0,21329
2021-01-04,KS,2897.0,18,6955.0,6955.0,662.0,52,180.0,792812.0,8051,231317.0,,3572,0,,0,1024129.0,11623,11623,,0
2021-01-04,KY,2749.0,26,13794.0,13794.0,1737.0,55,456.0,,0,279143.0,224348.0,2317,0,37455.0,0,3224871.0,14067,0,3224871.0,14067
2021-01-04,LA,7585.0,48,,,1891.0,0,,3943578.0,8170,322181.0,292184.0,1123,0,263712.0,0,4265759.0,9293,0,4235762.0,9275
2021-01-04,MA,12671.0,61,16098.0,16098.0,2339.0,0,423.0,3698749.0,10838,392568.0,375455.0,4906,0,261672.0,0,11146494.0,55570,15196,11146494.0,55570
2021-01-04,MD,6027.0,33,27367.0,27367.0,1751.0,171,418.0,2569672.0,11291,287802.0,287802.0,2483,0,9383.0,0,5869617.0,35491,13774,5869617.0,35491
2021-01-04,ME,360.0,1,1107.0,1107.0,180.0,8,47.0,,0,25968.0,21998.0,376,0,11548.0,0,1110337.0,6066,0,1110337.0,6066
2021-01-04,MI,13391.0,85,,,2698.0,0,550.0,,0,543611.0,502119.0,5490,0,363611.0,0,8386367.0,183614,0,8386367.0,183614
2021-01-04,MN,5443.0,13,22180.0,22180.0,810.0,85,156.0,2611502.0,-121,423688.0,408630.0,3144,0,405556.0,8655,5484851.0,8655,2823,,0
2021-01-04,MO,5562.0,0,,,2448.0,0,590.0,1664437.0,1246,402957.0,402957.0,1196,0,,0,3697356.0,6125,2442,3697356.0,6125
2021-01-04,MP,2.0,0,4.0,4.0,,0,,17429.0,0,122.0,122.0,0,0,29.0,0,17551.0,0,0,26131.0,0
2021-01-04,MS,4884.0,13,8260.0,8260.0,1432.0,115,337.0,1127658.0,0,223677.0,151087.0,1616,0,182103.0,0,1351335.0,1616,0,1267602.0,0
2021-01-04,MT,975.0,3,3650.0,3650.0,191.0,19,39.0,,0,82664.0,,283,0,76633.0,0,810880.0,15084,0,810880.0,15084
2021-01-04,NC,6941.0,31,,,3635.0,0,783.0,,0,570111.0,521426.0,5187,0,,0,6890572.0,37920,0,6890572.0,37920
2021-01-04,ND,1319.0,2,3576.0,3576.0,98.0,6,15.0,285673.0,179,93240.0,90096.0,199,0,90013.0,2084,1256505.0,2084,379,1327048.0,2313
2021-01-04,NE,1672.0,3,5290.0,5290.0,511.0,20,,684070.0,1038,169000.0,,738,0,112856.0,0,1775908.0,6110,1781,1775908.0,6110
2021-01-04,NH,781.0,1,916.0,916.0,319.0,3,,488265.0,1800,47328.0,34936.0,878,0,40347.0,0,1055767.0,4713,2316,1055767.0,4713
2021-01-04,NJ,19244.0,36,48770.0,48770.0,3633.0,27,664.0,7309853.0,0,545148.0,494317.0,2358,0,,0,7855001.0,2358,0,7792714.0,0
2021-01-04,NM,2574.0,23,10034.0,10034.0,703.0,128,,,0,147315.0,,921,0,69903.0,0,2012759.0,6591,0,2012759.0,6591
2021-01-04,NV,3206.0,23,,,1879.0,0,423.0,970294.0,23032,233032.0,233032.0,1414,0,,17649,2140442.0,17649,24446,,0
2021-01-04,NY,30648.0,172,,,8251.0,0,1357.0,,0,1028362.0,,11209,0,,134360,25983464.0,134360,0,,0
2021-01-04,OH,9143.0,67,39112.0,39112.0,4405.0,314,1073.0,,0,727423.0,650929.0,5942,0,585091.0,0,7862631.0,30821,0,7862631.0,30821
2021-01-04,OK,2552.0,5,17493.0,17493.0,1910.0,52,498.0,2394318.0,0,306771.0,,2699,0,267573.0,0,2701089.0,2699,0,2691172.0,0
2021-01-04,OR,1500.0,8,6498.0,6498.0,524.0,0,119.0,,0,117745.0,,1397,0,,0,2652670.0,0,0,2652670.0,0
2021-01-04,PA,16361.0,66,,,5630.0,0,1182.0,3301186.0,3874,665097.0,595596.0,3226,0,465567.0,20299,7735808.0,20299,6095,,0
